"INSPECTION_ID","FACILITYID","INSPECTION_DATE","REQUIRE_REINSPECTION","CERTIFIED_FOOD_HANDLER","INSPECTION_TYPE"
"0F5C6217-24D1-455A-8F0D-00C038537417","D699C99E-1B0D-4386-A111-F4BFF8BD75DF","2019/02/06","N","No","Compliance Inspection"
"9B7C00D4-41C8-465B-885E-00C69C6F0C2F","728DB6BB-4CC9-459B-8B8C-31C3F46B9069","2019/03/15","N","No","Compliance Inspection"
"F6064AF4-56D3-475D-A8F6-00CFEBB834A9","10D7F9F8-1AD9-430F-8041-A6A74923F3CB","2019/11/27","N","No","Compliance Inspection"
"3912E157-8FAA-44B6-ABBA-00D5E932D7FF","C065E692-4AEA-4B30-8B7E-FBA530A663B1","2019/11/05","N","No","Compliance Inspection"
"F07B66C6-E64C-4ED2-8084-00D9EA5D409A","234A4E02-401F-4854-81E1-253DB310041F","2018/08/07","N","No","Re-inspection"
"3246DB5C-BD62-4CED-8AF5-00DE0FF876B7","88996562-611D-4067-82AD-8F9AEAB804A6","2019/12/12","Y","No","Compliance Inspection"
"18E70F8D-3C79-4817-B362-00E3F137F20E","AD183EDE-0A7F-487B-84A8-95AB2431D633","2019/12/05","N","No","Compliance Inspection"
"4A1EA9FB-0C43-450D-B0CB-00E5A8EF7BCD","D6A94098-2EFF-4862-A297-915AEF2444C2","2019/09/26","Y","No","Compliance Inspection"
"663FF19F-4D5F-4CF0-A688-00EA2ED1DC52","C8E1E5CA-F5E3-4F0E-8F8A-A89BADFD2F26","2018/06/13","N","No","Compliance Inspection"
"CEDDF438-8C37-4AEF-BF36-00F61F64ACF2","87DC1BCD-BC94-4F0E-ADDE-BE38FDAA610B","2019/01/14","N","No","Compliance Inspection"
"E2FDCC58-DA74-4A95-9880-01064D16446C","FD3D3D82-ADEC-4B9D-9922-14519F501AEA","2018/11/30","N","No","Compliance Inspection"
"78D59755-FDC5-4558-ACFF-01160CEDE719","BBED1DA7-8A3A-4F60-BCCE-D771A2928C4D","2019/01/21","N","No","Compliance Inspection"
"71EE56F7-CD03-444B-8917-011949A35B94","01B603FB-6051-4E23-8A76-688667680833","2020/02/10","N","No","Compliance Inspection"
"33AA73ED-CB47-4A78-850F-011A300029C6","BACED870-13F0-4332-93EA-9E4131A4C200","2018/10/02","N","No","Compliance Inspection"
"86E9945A-EA6B-4DD6-A229-01228ABCD99D","75E2FF44-F8A5-429A-9E22-9FEE090A3131","2018/10/04","N","No","Re-inspection"
"3796C846-41C5-413E-B8AB-01257EBA20D6","66587F6F-D26F-4505-9A12-99322BBBFECD","2019/01/10","N","No","Compliance Inspection"
"975CB04B-41F5-4C4E-B169-0127A29480C2","067FBB4E-0852-4BED-904F-C1C934B13FE1","2019/06/05","N","No","Compliance Inspection"
"2168D5B1-F72C-4459-8EFF-0128416555E7","E29F45B6-109A-422E-85AC-D483EECC7868","2019/08/15","N","No","Compliance Inspection"
"E5C06A58-3F51-4213-867C-0128F01CD63F","DB330153-3F9F-4642-9D4B-772A83597064","2019/03/01","N","No","Compliance Inspection"
"7EC51983-1AF5-49EA-A6AA-012C39FCE077","A513FC63-A35A-46B5-AB19-C7786CAB7849","2019/05/14","N","No","Compliance Inspection"
"52867C7C-3359-40ED-95A6-012D3E0E8A74","8D4CFC18-A39A-4ABA-B87F-61FFD6EE9452","2018/11/22","N","No","Compliance Inspection"
"7BE1F311-4BAC-4E52-856C-013055B420F3","9778372D-8382-4C3F-A93C-6DDDDBB2E8F7","2019/12/05","N","No","Compliance Inspection"
"4B7E487D-A4A4-480F-A745-01315B93D1ED","C9133992-F9A6-47BE-8E58-854D0B342FEC","2019/09/24","N","No","Compliance Inspection"
"7AAD9D30-9429-4355-AC1F-01349E9FEA46","F88F3FC2-75A2-4E55-99A5-2CDE61F5DB35","2019/04/08","N","No","Compliance Inspection"
"5A145E28-C71D-4AC8-8898-013C0AF00479","5B414BEA-4E0A-4C54-B2F3-F62712591FCD","2018/11/22","N","No","Re-inspection"
"6C12939B-6189-4202-B88E-013CEB899913","DF367321-14B1-4B97-A351-FDF405CE6868","2018/07/19","N","No","Compliance Inspection"
"EED10845-B40F-467C-88B7-013E738F0052","6267E172-7072-419C-B694-C0A2CF46B512","2018/05/23","N","No","Compliance Inspection"
"76C1ADAD-C210-42BD-A641-013FA1D6E434","E77BBD14-4380-4A64-95C9-40E330FF1E7C","2018/10/25","N","No","Re-inspection"
"C6D95557-D56C-440E-BFF9-01422C914860","70758C4B-80C9-434F-9A6F-999DC2D25154","2018/08/23","N","No","Compliance Inspection"
"3F2B8C5D-D22B-4568-AA01-01432BBDA576","BFABAFDE-2527-47C0-B31D-37FEFA987DB6","2019/04/15","N","No","Compliance Inspection"
"8D6B342F-F436-4E58-914E-014C950E35E2","5C113C4A-1C7C-44CF-89B5-C8A7EF3BCCA0","2020/01/09","N","No","Compliance Inspection"
"A0DAC952-2A74-4863-B33E-014D43F2BE69","404537D5-4EF8-496F-B55F-CC00B6DB6CD2","2019/05/01","N","No","Compliance Inspection"
"BEE94BF9-3D72-4B66-9C94-014E62A3D538","6B48962E-735D-4836-B656-BD6C6E457C5D","2020/02/13","Y","No","Compliance Inspection"
"3C75C624-654C-4F4B-A295-014EE912B79F","A48D6C1F-06C7-47ED-AE0E-5FA6FD898D89","2019/10/21","N","No","Compliance Inspection"
"D8517570-EF80-4763-B762-01502F21F6CC","C0CEF5EE-3072-462E-93E2-6345D74B6670","2019/09/24","N","No","Compliance Inspection"
"B29E4651-9807-4549-A780-015EFCC63AD1","2747476E-6555-404C-9C3F-4EFEDE5F295E","2018/06/12","N","No","Complaint"
"5C9F2F6D-736C-4F5A-87F5-01633645DC75","21E32D67-82FF-4DA7-9BDB-9A4332DFF2B6","2019/02/22","N","No","Compliance Inspection"
"3E539114-8E9F-4616-B091-016C233CAF99","9939AD43-C3EF-411D-8B57-44055A2D1710","2019/11/20","N","No","Compliance Inspection"
"2E0190C6-84A2-4840-8EBF-016FC5BF83BA","C295B957-A9C2-49BA-B01B-1FE3FE05F013","2018/09/19","N","No","Compliance Inspection"
"5AFFC99F-373D-43FD-89A0-0170709C6DD7","0CC50435-7290-4AA3-A9C5-47EA7BF351C4","2019/06/04","N","No","Compliance Inspection"
"A6B3AB22-2E68-4216-975D-0175E003972A","1D15A35A-5A44-45EB-83A0-07FFD96A3CCD","2019/04/29","N","No","Compliance Inspection"
"682A516F-DA2C-4E5B-A93B-017B4DCEF768","3B523370-2387-4A92-8CD8-8DD778DF6375","2019/05/06","N","No","Re-inspection"
"A01FB955-2C71-4ECB-9065-017C0F7E69E1","3CD57D1F-3B51-498A-8FEA-830122A160D3","2019/02/05","N","No","Compliance Inspection"
"59222697-2EF5-46AA-8C2C-019F2A6131D7","D11B046B-1FFF-4F43-972A-CD213AFF4FBC","2018/10/04","N","No","Compliance Inspection"
"7C6A7ED2-2A97-422E-94C3-01A2638A022B","3D56604D-6FA2-4C6E-9CC7-24C7C66E6493","2018/11/20","N","No","Compliance Inspection"
"79D667D9-F253-4AE3-9048-01A2F94AFBD7","6E0EE5D7-CC2E-4603-88C2-769D03AEC4E7","2019/09/18","N","No","Compliance Inspection"
"3E86F16D-45C6-4AF1-992D-01A322EE9524","6B1E4616-9951-4728-A558-25238931E4C4","2019/11/25","N","No","Compliance Inspection"
"DA3AB6B9-F815-4696-AAB9-01A99CABD768","2ED8FD20-20C9-4177-A6E2-5B2E80D3270F","2018/09/21","N","No","Compliance Inspection"
"71B6C5E7-E1C7-46FA-A475-01AAFDF0A10F","AB786C17-CE78-4ED7-BE65-0779FBC4CAE1","2020/01/23","N","No","Compliance Inspection"
"6BD123A9-AA86-4C5F-8DD9-01ACFF72E62A","90A77DDE-A9CA-4590-A46D-0AA15F905E96","2019/02/27","N","No","Compliance Inspection"
"E6A084D0-2351-48AF-9072-01AD2BBD5843","AACBCF01-7680-4B9A-81C0-9EA6DCA069D3","2018/10/16","N","No","Compliance Inspection"
"DB334DE2-EB7A-45A6-AB17-01B19B63E907","6C1C3C02-58B0-42B1-9129-C463047490BC","2019/01/04","N","No","Compliance Inspection"
"31C86EF8-B54F-4592-91B1-01C0159B8768","78F298C2-249E-44C1-B507-347148B39225","2019/09/25","N","No","Compliance Inspection"
"69DD2354-B0B5-41B0-A2F0-01D47BA75CCE","8C904FB3-7392-4896-8898-C4F49CED6451","2018/07/11","N","No","Compliance Inspection"
"1554DFFE-9E41-4B1C-8646-01D6E1863877","DB135BDA-EE1D-4047-92F9-51DC139EC6CC","2018/08/14","N","No","Re-inspection"
"7B5503ED-658A-421E-837E-01D83A5D1268","1DAFD189-057C-4B26-9306-61809F43F7DD","2019/12/09","N","No","Compliance Inspection"
"5A62955B-E53C-4263-BEB6-01E268CA6835","F4C135B4-17E3-4062-ADDA-613A3C674A6E","2018/10/30","N","No","Compliance Inspection"
"2EED1B67-D7AE-4A72-B489-01E3A0DD73F1","90A25299-56C1-4B7C-994C-FDF3FF5FFF26","2019/01/16","N","No","Re-inspection"
"5F7C2D8B-D6D1-4C43-97B6-01E731E13D5A","24501C6F-5C3C-41C7-A19B-26233FD63EDF","2019/07/26","N","No","Compliance Inspection"
"2AFCC283-9C8C-43F9-9283-01E7D0E08910","6B1ABC95-967D-4E5A-B0C0-700ACA0D23EF","2019/12/23","N","No","Re-inspection"
"25E1A94F-855E-443A-8221-01E96AB25A7D","A09E9766-2789-4F8F-870E-72B44B7AC3ED","2019/11/06","N","No","Compliance Inspection"
"3EA4A6E4-9DA6-41C9-9F01-01EF76A1E426","C6153E76-068B-4856-9C76-9CEE2002B68C","2019/01/07","N","No","Compliance Inspection"
"3E6E65CE-6BE9-4EF4-AC80-01F3FDF5D7D4","6FF08E43-40E7-4DA3-BD2E-0F933CEB7E8E","2018/11/09","N","No","Re-inspection"
"5E5B43CE-9304-47B4-BC43-01F4F7C8CEBA","95D2CD24-D4BD-4A0A-97A5-A4F675EACD35","2018/11/02","N","No","Compliance Inspection"
"8241A6C6-BD50-4166-A7E5-01F63159A2AF","54C44475-2EFB-49CE-9B21-2709E48F0770","2019/07/11","N","No","Compliance Inspection"
"567FFE86-34A0-4B37-8050-01F942DC650E","A57E7F86-37B0-4C22-948D-CB3D21597FDC","2018/10/03","N","No","Compliance Inspection"
"BFB533A1-2F45-4B06-9BE3-01FC6858CBD7","79A4DB3D-EBB5-4E4D-B4F1-A2FB066539D7","2019/05/08","N","No","Compliance Inspection"
"1541ECDC-B940-415C-9C84-02057DDB1843","C5DC0672-F5AB-4A29-A5BF-0B3A8A3DD780","2018/05/30","N","Yes","Compliance Inspection"
"B269957B-30B1-4B33-9978-0205ADB6E96B","D9605C4E-ED63-404D-A9F4-37A108F86F8B","2019/01/14","N","No","Compliance Inspection"
"6F1EE9A0-6408-4832-8EA6-02077CE5EFCA","A6FC248D-8876-49B5-B063-4A42F360F80C","2019/12/03","N","No","Re-inspection"
"4DDEDA70-A564-426D-AB42-020CB680E17C","B67A89F2-C778-4D39-BED3-7BEF70E70985","2018/09/27","N","No","Compliance Inspection"
"CF1AA365-E0F7-4694-90B7-0215BE26DC02","97150C8F-A1DF-4163-85E9-8B40FE079634","2019/08/21","N","No","Compliance Inspection"
"8A10AA80-369D-41D2-B5BE-0219E769D6BE","6CDF3CC0-2A88-4F91-901F-D27BD856E519","2019/07/24","N","No","Compliance Inspection"
"9473FEBC-A519-4A5F-BB6A-021F91491EFF","AACBCF01-7680-4B9A-81C0-9EA6DCA069D3","2020/03/12","Y","No","Compliance Inspection"
"1EB7DE8B-DC62-4B33-B1B7-022EEBE837F0","4FBC1EA2-F9A1-4DE0-9CB3-4DB81C81922B","2019/10/02","N","No","Re-inspection"
"B1E50EC2-5CC3-40D2-B587-0230335ADBC1","293B4FBE-1563-48AC-AFE9-9ACEC2463DC0","2020/01/13","N","No","Compliance Inspection"
"893C7868-2BB6-4A49-8903-02368EDD6506","6EA34890-1949-4F07-A03C-00C4DF778AA8","2020/02/06","N","No","Compliance Inspection"
"1FC29370-FCFB-41CB-B7E3-023CB3851F05","49C9B592-4DC4-4BFA-85F0-5BCB3DEF5B7E","2019/01/25","N","No","Complaint"
"02BBBC7F-8AA4-4C2D-9E29-02405663C0CD","8E5CA74A-A139-45B9-8C27-36F321519E83","2018/05/22","N","No","Compliance Inspection"
"1F0C2074-0E88-459C-A012-0240AECF5FDA","7C19DAF2-5216-4E46-8CE1-9F23F39222E9","2018/12/05","N","No","Compliance Inspection"
"93ED4F39-6E71-4936-B21B-0242B0083D51","8C5AC315-CCF2-4439-B69F-FDED993C8A24","2018/09/17","N","No","Compliance Inspection"
"89A1B134-FC87-4DFD-9A09-02498F0E8E2C","93300746-ADA9-471C-A324-D88850374DAB","2019/06/21","N","No","Compliance Inspection"
"CE144105-1D94-461E-8661-02511D271EA7","1E504072-A0A6-455A-93E2-D5A357613D7B","2019/09/24","N","No","Compliance Inspection"
"6615B88A-D4B8-47BB-8BA5-0254EF23068E","BB092353-6ED4-4E4F-9067-CDC0D2CAF915","2018/12/20","N","No","Re-inspection"
"796C3B00-64B7-42E7-A669-0258C9897B6F","9DA937D9-9DE8-4C3E-8E89-4956DCC3E24D","2019/03/26","N","No","Compliance Inspection"
"A9E4B2F8-C9FF-427A-A4F5-025C6AA8664A","DDE09403-B13C-4B59-A8A6-5E9539C8A02B","2018/11/07","N","No","Compliance Inspection"
"58AD4923-DFFF-486E-B1A3-025CD81DB048","2F649F13-EE14-4C29-86DE-F1B4AD659D2A","2019/09/17","N","No","Compliance Inspection"
"B6721EC0-9B8A-45D5-9020-025F06FDF051","4CE86652-5ECB-401F-8BE8-2CA53FCB1D66","2018/12/12","N","No","Compliance Inspection"
"798421B4-BB93-460A-A668-0265EE332C48","FF046DBD-F5EE-47FB-9365-8CEB0DB72B28","2019/01/04","N","No","Compliance Inspection"
"E39A6621-34A7-4D5D-98E2-026767779982","C856EC3F-1BBE-4274-A6E3-B09FB3DBE929","2019/11/22","N","No","Compliance Inspection"
"E8B506D6-E8D8-4822-98E6-02697E6C03E0","DD9F723F-A24D-49E9-9326-BDF3B67BED7F","2018/11/30","N","No","Compliance Inspection"
"C7B0085A-54D8-47E2-B42D-027F96F50D31","8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2","2018/07/04","N","No","Compliance Inspection"
"4EE92E5B-39EA-45A1-8612-0280479A946C","53C67E50-4607-4484-A023-8BDBA521EF53","2019/07/05","N","No","Complaint"
"F58F73E7-3557-4525-ADEC-0286CAB09B3A","446EEDD5-4C89-45FC-854F-DFAFAE1D5723","2018/10/29","N","No","Compliance Inspection"
"79F4D6D6-408E-4B80-A718-02894CE642DF","965FA77F-8A9E-486B-8EBD-DA5008705B1D","2019/09/23","N","No","Compliance Inspection"
"26431FB8-F9F1-45BD-B6B7-029115E5F055","2A9BD38F-614D-4C15-8B0B-7F67A6B9EEE5","2019/09/13","N","No","Complaint"
"3D07ACA6-0563-4DBE-B3B2-02918693E9B3","CBD67517-03DA-4A2D-BD62-837F451034F3","2019/07/25","N","No","Compliance Inspection"
"A091E3EC-DFBB-458C-9398-02925552DA3B","8A794D91-1A64-412B-91CA-7067301CF957","2018/05/15","N","Yes","Compliance Inspection"
"F374CD9E-0334-45A8-8DB2-02950E3CE452","3ACA394B-77B0-4557-BE1D-3838EBEAAEAC","2019/04/24","N","No","Complaint"
"9C6B4271-86EE-4F7F-AB7D-029B924EC3C3","35BC2C83-DDA3-49A2-8359-65565BA95A9D","2018/08/15","N","No","Compliance Inspection"
"05EE224F-8C75-4595-93FF-02A6D9C666C0","2F642D7C-2B90-4B9B-B817-FAC96AF6AFC0","2019/01/16","N","No","Compliance Inspection"
"C300FE76-D498-48B0-B8C1-02A9C8CE7E2D","34DA64D2-E3E7-48BB-B1F6-5631782EE39A","2018/06/20","N","No","Compliance Inspection"
"B559CDD7-5595-4FDD-BF69-02AC3EA81612","A43CF872-F95E-4BAF-BC01-46AE2F49ADDD","2019/03/05","N","No","Compliance Inspection"
"F57CD91D-513B-4645-ADC5-02B2F353A11F","145C4882-B378-4ED5-A9B2-1A2BC55F4415","2018/07/05","N","No","Compliance Inspection"
"466984C6-F917-43D6-80E7-02B8FD40332C","BCEB3C90-15FB-48AB-8C59-761FBD0DD17C","2019/02/09","N","No","Compliance Inspection"
"E3A9D2CA-B929-4736-8BA4-02BEB01CE871","00A1D0E8-DC75-442F-BCA7-7D7FEE361D47","2019/07/17","N","No","Compliance Inspection"
"50D20163-D539-405D-A7A9-02BEEFB51717","2579145B-9531-4578-83BE-5063D86AFDF1","2019/06/13","N","No","Compliance Inspection"
"A75B2B35-7233-4F1C-B588-02C06AAD012F","AEDC296E-51AF-45F3-9A63-27ED4EB020EC","2020/01/27","N","No","Compliance Inspection"
"5D031878-A326-419D-8B7A-02C4E8CA2B52","FB5FEE13-5337-45CF-BFA6-87C926481FB8","2018/09/25","N","No","Re-inspection"
"728287F3-126A-43C1-8E9E-02CACC41901C","64B0C9C2-AAF2-42B3-9B77-0C5C864D9D63","2018/10/09","N","No","Compliance Inspection"
"3382CDDC-CB3A-44E5-BC36-02CCB0F51323","936C6D88-C1D9-4A20-941E-49BEAF49BEDA","2018/08/20","N","No","Compliance Inspection"
"67DAC11F-5753-45D2-82E1-02CD2FC65FBC","D509BCCA-4231-4C80-A97F-84E89B238F2F","2019/07/02","N","No","Complaint"
"4C726B3F-10E7-4D7A-BE7E-02CE72E9D128","40151170-EB42-4A32-BB32-900F5AC0FB35","2019/08/12","N","No","Compliance Inspection"
"D909AE97-EE4D-4722-BE71-02D651A78A0E","403C28C6-172E-474E-9009-29869C24226C","2019/03/20","N","No","Compliance Inspection"
"E533FD5E-15BD-4272-976A-02DA53B075C1","DA779294-B980-4B5C-954F-F5292AF85DBB","2018/08/28","N","No","Compliance Inspection"
"A90821F0-EA66-4016-8A36-02DEDB08EDA4","33EE823A-D288-4678-9EA5-29A753A948DF","2020/01/03","Y","No","Compliance Inspection"
"B9D80B0D-5664-45C3-A8B6-02E6C64C8903","9A7A9829-6AAB-4B4A-A5F0-544B3F82D7CF","2018/08/07","N","No","Re-inspection"
"30AF5D3C-20C3-469A-A5D7-02F6DE91F347","D6FB7404-D02F-4105-837A-81A4507F015D","2018/07/10","N","No","Compliance Inspection"
"5B42F426-1979-4A66-8C88-02F6E82C597B","10A4433E-EE8D-4B2D-9474-43F5AA6F9943","2020/01/15","Y","No","Compliance Inspection"
"A436EF35-4053-40A0-9260-02FD5B62491F","19F10E61-C1FC-4188-91CA-4583494DFF08","2019/11/19","N","No","Compliance Inspection"
"749B51DB-7323-40DC-9143-0303FBBFA52B","5F1B6864-AF46-4E96-9CA0-3F88CC0FF503","2019/05/13","N","No","Compliance Inspection"
"CF6C0876-804C-49CC-B92A-0306DB58FE9A","442DD272-FB26-414C-98E9-76AA3C295585","2018/06/20","N","No","Re-inspection"
"3B5AFACD-F80C-4CD0-A775-030D29259459","E01E166B-708F-4658-AA7C-DCFCC73C4907","2018/09/12","N","No","Compliance Inspection"
"A93426B3-8B5D-49E2-9B0C-03131F3F92D0","08E63FE8-1856-4786-960F-1931FA939A68","2019/01/23","N","No","Compliance Inspection"
"EE82DBD6-0F0E-4DC3-A6FD-0317F7B4F2FE","01B603FB-6051-4E23-8A76-688667680833","2019/01/24","N","No","Compliance Inspection"
"4F6A6343-E0A7-40B6-956A-03220CBF29EB","402F1255-83A9-445C-9B90-14DE60810B2E","2020/01/20","N","No","Compliance Inspection"
"9BD0B861-B62A-4F34-BFB4-0325719C196A","407E1C33-CC58-4762-A8BD-FB66F637246C","2019/11/05","N","No","Complaint"
"001107C2-D984-4A24-B540-0328F939C173","B794932D-4C52-46F6-B7A6-A9A7A6F1CF85","2018/09/19","N","No","Compliance Inspection"
"63FB109B-2A84-4C04-83B2-033C56A0D64B","4C416646-321D-4B1F-AE65-A37D9CC9BEFE","2019/01/21","N","No","Compliance Inspection"
"B81ED794-CF36-4187-9122-033D29E648FD","23AF9D81-357F-4E61-90B3-5727DAEDCDBE","2019/10/03","N","No","Compliance Inspection"
"F4FC2E64-B356-4AE6-ABE5-0346989EEBB7","6E595BB2-BB39-4A1A-95D1-5AA8C198A857","2019/09/13","N","No","Compliance Inspection"
"E99EC580-A94D-4B2C-A55C-0351A2476744","7DF2361F-6C33-4676-A2B7-17CC82B09458","2019/03/07","N","No","Compliance Inspection"
"2FCA55B1-159C-46BA-9D0E-035274132219","5724048B-14C2-4190-8E56-B9004BA6AF43","2018/11/20","N","No","Compliance Inspection"
"57C1A564-D848-4A2A-8E9E-0356D170F41C","D797FF0A-E9E7-4E3C-ACF6-46918D57AD5D","2019/10/04","N","No","Compliance Inspection"
"FDB90054-D365-49B8-8ADD-035998A41C0F","7D2E7D3A-623F-4F11-9DF0-A81239DE6C8D","2018/10/22","N","No","Compliance Inspection"
"8ADF6001-9D69-4D0C-9132-036692D33930","099ADF14-9FE4-4C46-91AE-3770F5700EA0","2019/05/14","N","No","Complaint"
"1F3FF007-6B82-460C-9672-036AF1F0652C","D8FC802C-99BD-4912-8C8A-48FE609A2ACA","2019/04/04","N","No","Re-inspection"
"E46D8035-D42F-4A85-97E2-036EDD2AC716","12F4CB07-70D5-4D43-B5F1-947508E5154E","2019/11/26","N","No","Compliance Inspection"
"9EBD4854-AD5B-4881-A58C-03713FC5958F","060CDEA5-3D1D-4C68-85E1-4765A8318D14","2019/12/06","N","No","Compliance Inspection"
"D79BDCFE-CDD7-4AFC-90FD-03723DC5E1BB","E0188309-8A5C-4DDA-AB30-F8B1F37335EF","2019/08/27","Y","No","Compliance Inspection"
"E5367D8C-CA44-40C7-B4DE-0374A847B367","0EC3AE39-CD12-4A75-B751-C20C05F61D67","2019/11/25","N","No","Compliance Inspection"
"CCFA6648-D439-4E81-B68E-03751162CAB9","1DAFD189-057C-4B26-9306-61809F43F7DD","2019/06/12","N","No","Compliance Inspection"
"36803A53-D897-4694-A9B1-03789813122A","66CC5C1C-7D55-4F14-90CD-3266FC0F2FFF","2019/05/24","N","No","Compliance Inspection"
